Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Mental Illness,Value
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Cardiac Conditions - Other,Serious.Mental.Illness,5110
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Cerebrovascular Accident/TIA,Serious.Mental.Illness,11387
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Cerebrovascular Disease - Other,Serious.Mental.Illness,8865
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Pecondition Aortic Aneurysm,Serious.Mental.Illness,2603
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Pulmonary Embolism or Deep Vein Thrombosis,Serious.Mental.Illness,5829
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Vascular Disease - Other,Serious.Mental.Illness,15704
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Circulatory System Conditions - Other,Serious.Mental.Illness,14744
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,RESPIRATORY,Chronic Obstructive Pulmonary Disease,Serious.Mental.Illness,35398
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,RESPIRATORY,Asthma,Serious.Mental.Illness,13028
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,RESPIRATORY,Sarcoidosis,Serious.Mental.Illness,674
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,RESPIRATORY,Pneumonia,Serious.Mental.Illness,9491
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,RESPIRATORY,Respiratory System Infections - Other,Serious.Mental.Illness,30644
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,RESPIRATORY,Allergic and other chronic sinusitis/rhinitis,Serious.Mental.Illness,24601
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,RESPIRATORY,"Dyspnea, cough and other respiratory symptoms",Serious.Mental.Illness,27310
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,RESPIRATORY,Respiratory Conditions - Other,Serious.Mental.Illness,21428
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Esophageal disorders,Serious.Mental.Illness,63858
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Nausea and vomiting,Serious.Mental.Illness,7726
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Gastroduodenal ulcer,Serious.Mental.Illness,3444
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Gastric/Duodenal Disorders - Other,Serious.Mental.Illness,9252
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal hemorrhage,Serious.Mental.Illness,8477
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,"Polyp, colorectal",Serious.Mental.Illness,16148
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Diverticulosis and diverticulitis,Serious.Mental.Illness,7335
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Inflammatory Bowel Disease,Serious.Mental.Illness,1510
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Diarrhea/constipation and functional bowel disorders,Serious.Mental.Illness,25741
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Hernia,Serious.Mental.Illness,9423
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Hemorrhoids,Serious.Mental.Illness,9016
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Hepatitis C,Serious.Mental.Illness,20094
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Liver disease - Other,Serious.Mental.Illness,16018
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Biliary tract disease,Serious.Mental.Illness,3351
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Pancreatic disorders,Serious.Mental.Illness,2794
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal System Disorders - Other,Serious.Mental.Illness,22218
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,URINARY,Renal failure or Nephropathy,Serious.Mental.Illness,21946
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,URINARY,Calculus of urinary tract,Serious.Mental.Illness,4588
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,URINARY,Hematuria,Serious.Mental.Illness,6246
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,URINARY,Kidney/Ureter Diseases - Other,Serious.Mental.Illness,5433
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,URINARY,Urinary Tract Infection (cystitis/ urethritis/ pyelonephritis),Serious.Mental.Illness,13890
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,URINARY,Urinary Incontinence,Serious.Mental.Illness,10609
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,URINARY,Urinary Symptoms - Other,Serious.Mental.Illness,8328
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,URINARY,Urinary Conditions - Other,Serious.Mental.Illness,10777
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Male genital disorders,Serious.Mental.Illness,32131
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,STIs,Serious.Mental.Illness,3585
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Vaginitis/ cervicitis/ and other pelvic inflammatory conditions,Serious.Mental.Illness,2174
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Cervical Dysplasia/ASCUS,Serious.Mental.Illness,714
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Endometriosis,Serious.Mental.Illness,363
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Menstrual disorders,Serious.Mental.Illness,2341
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Fibroids,Serious.Mental.Illness,658
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,"Ovarian cyst at least once, FY13",Serious.Mental.Illness,432
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Polycystic ovaries,Serious.Mental.Illness,283
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Benign Gynecologic Neoplasms - Other,Serious.Mental.Illness,264
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Prolapse of female genital organs,Serious.Mental.Illness,297
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Female Reproductive Organ Disorders - Other,Serious.Mental.Illness,3440
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Sexual Dysfunction,Serious.Mental.Illness,21840
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Contraceptive Care Management,Serious.Mental.Illness,2510
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Infertility,Serious.Mental.Illness,294
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Menopausal disorders,Serious.Mental.Illness,2673
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Miscarriage,Serious.Mental.Illness,60
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Ectopic pregnancy,Serious.Mental.Illness,20
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy or Delivery - Normal,Serious.Mental.Illness,491
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy with Obstetrical Complications or Prolonged,Serious.Mental.Illness,529
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by DM,Serious.Mental.Illness,51
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by HTN,Serious.Mental.Illness,55
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy Complicated by Other Medical Conditions,Serious.Mental.Illness,228
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,BREAST,Breast Conditions/Benign or Unknown,Serious.Mental.Illness,3015
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,BREAST,Breast conditions abnormal radiologic findings,Serious.Mental.Illness,389
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Cervical,Serious.Mental.Illness,123
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Uterine,Serious.Mental.Illness,65
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Ovarian,Serious.Mental.Illness,62
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Female Reproductive - Other,Serious.Mental.Illness,38
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Carcinoma in Situ - Cervical,Serious.Mental.Illness,66
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Carcinoma in Situ - Female Reproductive - Other,Serious.Mental.Illness,17
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Breast,Serious.Mental.Illness,713
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,"Carcinoma in Situ - Breast, Ductal or Lobular",Serious.Mental.Illness,56
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Lymphomas,Serious.Mental.Illness,1001
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Leukemias,Serious.Mental.Illness,716
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Multiple myeloma,Serious.Mental.Illness,241
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Brain/Nervous System,Serious.Mental.Illness,301
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Head and Neck,Serious.Mental.Illness,1392
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Thyroid,Serious.Mental.Illness,486
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Bronchopulmonary,Serious.Mental.Illness,2135
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Esophagus,Serious.Mental.Illness,283
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Gastric,Serious.Mental.Illness,190
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Colorectal,Serious.Mental.Illness,1873
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Anal,Serious.Mental.Illness,78
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Hepatobiliary,Serious.Mental.Illness,669
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Pancreatic,Serious.Mental.Illness,226
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Renal,Serious.Mental.Illness,988
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Bladder,Serious.Mental.Illness,1381
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Prostate,Serious.Mental.Illness,7362
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Testicular,Serious.Mental.Illness,246
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Bone/Connective Tissue,Serious.Mental.Illness,225
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Melanoma,Serious.Mental.Illness,1196
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Carcinoma in Situ - Other,Serious.Mental.Illness,238
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CANCER,Cancer - Other and Unspecified Primary,Serious.Mental.Illness,4175
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Anemia,Serious.Mental.Illness,26856
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Thrombocytopenia,Serious.Mental.Illness,5293
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Coagulation and hemorrhagic disorders,Serious.Mental.Illness,2511
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Hematologic/Immunologic Conditions - Other,Serious.Mental.Illness,9508
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Connective Tissue Disease,Serious.Mental.Illness,867
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Rheumatoid Arthritis and Related Disease,Serious.Mental.Illness,1685
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Inflammatory Spondyloarthropathies,Serious.Mental.Illness,1213
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Polymyalgia Rheumatica,Serious.Mental.Illness,173
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Vasculitis,Serious.Mental.Illness,188
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Gout/Crystal Arthropathies,Serious.Mental.Illness,7311
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Cervical,Serious.Mental.Illness,23297
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Lumbosacral,Serious.Mental.Illness,68264
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Other/Unspecified,Serious.Mental.Illness,32839
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Upper Extremity,Serious.Mental.Illness,32998
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Lower Extremity,Serious.Mental.Illness,56282
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Unspecified or Multiple Joints,Serious.Mental.Illness,47992
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Foot deformities,Serious.Mental.Illness,11932
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Fracture - hip,Serious.Mental.Illness,911
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Fracture - Other,Serious.Mental.Illness,10594
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Osteomyelitis/Infectious Arthritis,Serious.Mental.Illness,1807
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Amputation,Serious.Mental.Illness,2181
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Myasthenia Gravis/Myoneuronal Disorders,Serious.Mental.Illness,177
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,"Myalgia/Myositis, unspecified",Serious.Mental.Illness,7419
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Musculoskeletal conditions - Other,Serious.Mental.Illness,31487
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Multiple sclerosis,Serious.Mental.Illness,809
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Epilepsy- convulsions,Serious.Mental.Illness,11830
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Parkinsons disease,Serious.Mental.Illness,4014
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Intracranial Hemorrhage,Serious.Mental.Illness,1060
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,TBI,Serious.Mental.Illness,10326
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Dementia,Serious.Mental.Illness,16318
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Cognitive Disorders - Other,Serious.Mental.Illness,23481
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Spinal cord injury,Serious.Mental.Illness,1176
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Paralysis - Other,Serious.Mental.Illness,1865
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Headache,Serious.Mental.Illness,25422
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Dizziness/vertigo,Serious.Mental.Illness,10284
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Peripheral Nerve Disorders,Serious.Mental.Illness,16968
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Carpal Tunnel Syndrome,Serious.Mental.Illness,4862
